O*NET-SOC Code,Title,Description,AB_Arm-Hand Steadiness,AB_Auditory Attention,AB_Category Flexibility,AB_Control Precision,AB_Deductive Reasoning,AB_Depth Perception,AB_Dynamic Flexibility,AB_Dynamic Strength,AB_Explosive Strength,AB_Extent Flexibility,AB_Far Vision,AB_Finger Dexterity,AB_Flexibility of Closure,AB_Fluency of Ideas,AB_Glare Sensitivity,AB_Gross Body Coordination,AB_Gross Body Equilibrium,AB_Hearing Sensitivity,AB_Inductive Reasoning,AB_Information Ordering,AB_Manual Dexterity,AB_Mathematical Reasoning,AB_Memorization,AB_Multilimb Coordination,AB_Near Vision,AB_Night Vision,AB_Number Facility,AB_Oral Comprehension,AB_Oral Expression,AB_Originality,AB_Perceptual Speed,AB_Peripheral Vision,AB_Problem Sensitivity,AB_Rate Control,AB_Reaction Time,AB_Response Orientation,AB_Selective Attention,AB_Sound Localization,AB_Spatial Orientation,AB_Speech Clarity,AB_Speech Recognition,AB_Speed of Closure,AB_Speed of Limb Movement,AB_Stamina,AB_Static Strength,AB_Time Sharing,AB_Trunk Strength,AB_Visual Color Discrimination,AB_Visualization,AB_Wrist-Finger Speed,AB_Written Comprehension,AB_Written Expression,WS_Achievement Orientation,WS_Adaptability,WS_Attention to Detail,WS_Cautiousness,WS_Cooperation,WS_Dependability,WS_Empathy,WS_Humility,WS_Initiative,WS_Innovation,WS_Integrity,WS_Intellectual Curiosity,WS_Leadership Orientation,WS_Optimism,WS_Perseverance,WS_Self-Confidence,WS_Self-Control,WS_Sincerity,WS_Social Orientation,WS_Stress Tolerance,WS_Tolerance for Ambiguity,IT_Artistic,IT_Conventional,IT_Enterprising,IT_Investigative,IT_Realistic,IT_Social,Job Zone
19-4012.01,Precision Agriculture Technicians,"Apply geospatial technologies, including geographic information systems (GIS) and Global Positioning System (GPS), to agricultural production or management activities, such as pest scouting, site-specific pesticide application, yield mapping, or variable-rate irrigation. May use computers to develop or analyze maps or remote sensing images to compare physical topography with data on soils, fertilizer, pests, or weather.",0.486652977,0.465240642,0.537037037,0.522900763,0.571428571,0.435,0.123333333,0.117924528,0.171270718,0.304444444,0.471111111,0.52742616,0.773195876,0.528301887,0.224806202,0.1953125,0.082222222,0.324675325,0.546391753,0.599358974,0.459958932,0.510676157,0.667655786,0.645994832,0.420103093,0.105714286,0.560546875,0.515463918,0.533333333,0.514038877,0.655,0.171270718,0.451030928,0.296536797,0.324675325,0.309160305,0.347222222,0.083623693,0.415555556,0.4,0.295857988,0.544794189,0.296735905,0.29245283,0.36,0.426,0.381176471,0.460043197,0.705882353,0.391428571,0.581395349,0.613333333,0.601476015,0.689542484,0.853982301,0.725593668,0.34591195,0.604878049,0.1179941,0.393564356,0.663082437,0.815189873,0.610526316,0.76,0.296587927,0.199356913,0.525,0.46953405,0.220820189,0.248407643,0.290502793,0.256140351,0.744807122,0.038333333,0.619666048,0.185,0.733333333,0.91,0.065,3
19-4013.00,Food Science Technicians,"Work with food scientists or technologists to perform standardized qualitative and quantitative tests to determine physical or chemical properties of food or beverage products. Includes technicians who assist in research and development of production technology, quality control, packaging, processing, and use of foods.",0.435318275,0.465240642,0.382716049,0.356870229,0.428571429,0.25,0.123333333,0.028301887,0.171270718,0,0.386666667,0.47257384,0.613402062,0.471698113,0.289405685,0.09765625,0.137777778,0.242424242,0.386597938,0.358974359,0.357289528,0.466192171,0.442136499,0.258397933,0.420103093,0.211428571,0.51171875,0.546391753,0.533333333,0.38012959,0.685,0.240331492,0.288659794,0.188311688,0.296536797,0.045801527,0.347222222,0.303135889,0.248888889,0.333333333,0.295857988,0.302663438,0,0.146226415,0.053333333,0.376,0.381176471,0.539956803,0.529411765,0.211428571,0.547803618,0.584444444,0.424354244,0.467320261,0.898230088,0.751978892,0.452830189,0.741463415,0.12979351,0.524752475,0.383512545,0.382278481,0.610526316,0.477142857,0.380577428,0.199356913,0.35,0.275985663,0.337539432,0.270700637,0.245810056,0.273684211,0.388724036,0.055,0.636363636,0.16,0.585,0.761666667,0.121666667,3
19-4021.00,Biological Technicians,"Assist biological and medical scientists. Set up, operate, and maintain laboratory instruments and equipment, monitor experiments, collect data and samples, make observations, and calculate and record results. May analyze organic substances, such as blood, food, and drugs.",0.53798768,0.465240642,0.617283951,0.452290076,0.571428571,0.375,0.123333333,0.205188679,0,0.222222222,0.526666667,0.552742616,0.806701031,0.558962264,0.289405685,0.072265625,0.082222222,0.350649351,0.546391753,0.641025641,0.486652977,0.555160142,0.442136499,0.547803618,0.515463918,0.211428571,0.53515625,0.675257732,0.533333333,0.539956803,0.685,0.240331492,0.515463918,0.08008658,0.268398268,0.261450382,0.520833333,0.303135889,0.248888889,0.365333333,0.369822485,0.484261501,0.296735905,0.174528302,0.333333333,0.3,0.352941176,0.514038877,0.616470588,0.497142857,0.643410853,0.613333333,0.509225092,0.493464052,0.884955752,0.762532982,0.625786164,0.785365854,0.1179941,0.467821782,0.451612903,0.503797468,0.635087719,0.694285714,0.144356955,0.180064309,0.471428571,0.329749104,0.378548896,0.25477707,0.251396648,0.336842105,0.682492582,0.033333333,0.743970315,0.051666667,0.726666667,0.766666667,0.161666667,4
19-4031.00,Chemical Technicians,"Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences.",0.53798768,0.465240642,0.654320988,0.5,0.571428571,0.3425,0.123333333,0.353773585,0.171270718,0.333333333,0.471111111,0.605485232,0.644329897,0.528301887,0.289405685,0.29296875,0.111111111,0.324675325,0.515463918,0.641025641,0.53798768,0.487544484,0.667655786,0.677002584,0.484536082,0.211428571,0.53515625,0.546391753,0.565333333,0.539956803,0.7175,0.240331492,0.515463918,0.376623377,0.376623377,0.261450382,0.388888889,0.303135889,0.026666667,0.365333333,0.295857988,0.544794189,0.332344214,0.323113208,0.333333333,0.376,0.381176471,0.514038877,0.616470588,0.462857143,0.643410853,0.64,0.568265683,0.503267974,0.884955752,0.849604222,0.5,0.829268293,0.12979351,0.502475248,0.46953405,0.478481013,0.635087719,0.622857143,0.199475066,0.21221865,0.503571429,0.365591398,0.413249211,0.26433121,0.290502793,0.329824561,0.676557864,0.085,0.675324675,0.021666667,0.8,0.741666667,0.106666667,3
19-4042.00,"Environmental Science and Protection Technicians, Including Health","Perform laboratory and field tests to monitor the environment and investigate sources of pollution, including those that affect health, under the direction of an environmental scientist, engineer, or other specialist. May collect samples of gases, soil, water, and other materials for testing.",0.513347023,0.56684492,0.577160494,0.477099237,0.571428571,0.4675,0.123333333,0.29245283,0.066298343,0.304444444,0.497777778,0.52742616,0.644329897,0.528301887,0.320413437,0.21875,0.137777778,0.324675325,0.484536082,0.599358974,0.486652977,0.487544484,0.629080119,0.547803618,0.484536082,0.354285714,0.53515625,0.546391753,0.565333333,0.539956803,0.655,0.378453039,0.515463918,0.296536797,0.404761905,0.286259542,0.305555556,0.303135889,0.304444444,0.365333333,0.331360947,0.515738499,0.296735905,0.29245283,0.333333333,0.452,0.381176471,0.48812095,0.616470588,0.462857143,0.643410853,0.64,0.516605166,0.653594771,0.867256637,0.810026385,0.509433962,0.8,0.280235988,0.482673267,0.487455197,0.503797468,0.70877193,0.674285714,0.307086614,0.21221865,0.503571429,0.365591398,0.504731861,0.420382166,0.441340782,0.533333333,0.715133531,0.038333333,0.615955473,0.058333333,0.766666667,0.805,0.155,4
19-4043.00,"Geological Technicians, Except Hydrologic Technicians","Assist scientists or engineers in the use of electronic, sonic, or nuclear measuring instruments in laboratory, exploration, and production activities to obtain data indicating resources such as metallic ore, minerals, gas, coal, or petroleum. Analyze mud and drill cuttings. Chart pressure, temperature, and other characteristics of wells or bore holes.",0.435318275,0.465240642,0.5,0.427480916,0.394285714,0.405,0.123333333,0.264150943,0.20441989,0.304444444,0.471111111,0.421940928,0.742268041,0.5,0.19121447,0.14453125,0.164444444,0.324675325,0.355670103,0.519230769,0.357289528,0.510676157,0.554896142,0.418604651,0.420103093,0.211428571,0.560546875,0.546391753,0.501333333,0.460043197,0.655,0.240331492,0.322164948,0.350649351,0.376623377,0.236641221,0.260416667,0.303135889,0.275555556,0.333333333,0.369822485,0.423728814,0.296735905,0.174528302,0.36,0.426,0.352941176,0.48812095,0.588235294,0.497142857,0.612403101,0.502222222,0.361623616,0.503267974,0.809734513,0.540897098,0.389937107,0.580487805,0.085545723,0.410891089,0.408602151,0.351898734,0.568421053,0.694285714,0.233595801,0.122186495,0.439285714,0.258064516,0.227129338,0.200636943,0.145251397,0.049122807,0.682492582,0.046666667,0.692022263,0.018333333,0.696666667,0.766666667,0.076666667,4
19-4044.00,Hydrologic Technicians,"Collect and organize data concerning the distribution and circulation of ground and surface water, and data on its physical, chemical, and biological properties. Measure and report on flow rates and ground water levels, maintain field equipment, collect water samples, install and collect sampling equipment, and process samples for shipment to testing laboratories. May collect data on behalf of hydrologists, engineers, developers, government agencies, or agriculture.",0.513347023,0.465240642,0.382716049,0.452290076,0.462857143,0.405,0.123333333,0.353773585,0.171270718,0.444444444,0.471111111,0.5,0.613402062,0.5,0.289405685,0.31640625,0.275555556,0.324675325,0.355670103,0.439102564,0.486652977,0.355871886,0.519287834,0.57881137,0.420103093,0.211428571,0.4140625,0.515463918,0.533333333,0.514038877,0.625,0.240331492,0.386597938,0.324675325,0.404761905,0.309160305,0.347222222,0.303135889,0.248888889,0.365333333,0.369822485,0.423728814,0.296735905,0.382075472,0.415555556,0.4,0.381176471,0.406047516,0.56,0.32,0.547803618,0.528888889,0.509225092,0.620915033,0.809734513,0.744063325,0.518867925,0.741463415,0.182890855,0.45049505,0.58781362,0.551898734,0.635087719,0.705714286,0.249343832,0.173633441,0.471428571,0.390681004,0.305993691,0.321656051,0.284916201,0.273684211,0.727002967,0,0.680890538,0.078333333,0.653333333,0.746666667,0.113333333,3
19-4051.00,Nuclear Technicians,"Assist nuclear physicists, nuclear engineers, or other scientists in laboratory, power generation, or electricity production activities. May operate, maintain, or provide quality control for nuclear testing and research equipment. May monitor radiation.",0.513347023,0.598930481,0.382716049,0.5,0.462857143,0.405,0.123333333,0.174528302,0.342541436,0.444444444,0.526666667,0.47257384,0.773195876,0.410377358,0.19121447,0.21875,0.275555556,0.432900433,0.355670103,0.519230769,0.513347023,0.444839858,0.554896142,0.547803618,0.420103093,0.177142857,0.462890625,0.579896907,0.533333333,0.431965443,0.8425,0.240331492,0.451030928,0.376623377,0.649350649,0.286259542,0.520833333,0.216027875,0.275555556,0.4,0.369822485,0.484261501,0.296735905,0.264150943,0.304444444,0.526,0.442352941,0.539956803,0.498823529,0.64,0.612403101,0.555555556,0.601476015,0.477124183,1,0.963060686,0.70754717,0.965853659,0.138643068,0.517326733,0.286738351,0.250632911,0.866666667,0.694285714,0.228346457,0.057877814,0.696428571,0.46953405,0.883280757,0.48089172,0.201117318,0.814035088,0.320474777,0,0.641929499,0.21,0.595,0.791666667,0.138333333,3
19-4051.02,Nuclear Monitoring Technicians,"Collect and test samples to monitor results of nuclear experiments and contamination of humans, facilities, and environment.",0.53798768,0.668449198,0.537037037,0.452290076,0.571428571,0.405,0.123333333,0.264150943,0.171270718,0.333333333,0.497777778,0.552742616,0.644329897,0.5,0.19121447,0.2421875,0.333333333,0.378787879,0.515463918,0.641025641,0.410677618,0.466192171,0.667655786,0.418604651,0.484536082,0.211428571,0.51171875,0.515463918,0.533333333,0.514038877,0.75,0.240331492,0.579896907,0.296536797,0.458874459,0.309160305,0.652777778,0.303135889,0.248888889,0.365333333,0.369822485,0.484261501,0.258160237,0.29245283,0.36,0.452,0.352941176,0.568034557,0.56,0.391428571,0.612403101,0.613333333,0.527675277,0.467320261,1,0.963060686,0.682389937,0.965853659,0.18879056,0.544554455,0.362007168,0.15443038,0.866666667,0.602857143,0.320209974,0.045016077,0.525,0.498207885,0.8170347,0.646496815,0.346368715,0.859649123,0.314540059,0,0.723562152,0.088333333,0.571666667,0.85,0.15,3
19-4061.00,Social Science Research Assistants,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.",0.513347023,0.299465241,0.382716049,0.452290076,0.5,0.28,0.123333333,0,0.171270718,0.444444444,0.444444444,0.421940928,0.644329897,0.5,0.289405685,0.31640625,0.275555556,0.216450216,0.386597938,0.480769231,0.486652977,0.487544484,0.629080119,0.57881137,0.420103093,0.211428571,0.53515625,0.546391753,0.6,0.514038877,0.56,0.240331492,0.386597938,0.324675325,0.404761905,0.309160305,0.388888889,0.303135889,0.248888889,0.466666667,0.295857988,0.423728814,0.296735905,0.382075472,0.415555556,0.276,0.207058824,0.244060475,0.529411765,0.034285714,0.677002584,0.613333333,0.579335793,0.516339869,0.809734513,0.638522427,0.528301887,0.658536585,0.224188791,0.49009901,0.516129032,0.556962025,0.659649123,0.771428571,0.199475066,0.21221865,0.514285714,0.340501792,0.246056782,0.280254777,0.38547486,0.298245614,0.738872404,0.148333333,0.80148423,0.211666667,0.846666667,0.23,0.278333333,4
19-4071.00,Forest and Conservation Technicians,"Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts under the direction of foresters, or train and lead forest workers in forest propagation and fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.",0.562628337,0.56684492,0.382716049,0.5,0.5,0.625,0.04,0.382075472,0.138121547,0.555555556,0.637777778,0.552742616,0.711340206,0.471698113,0.516795866,0.390625,0.415555556,0.350649351,0.322164948,0.519230769,0.53798768,0.444839858,0.590504451,0.677002584,0.420103093,0.285714286,0.462890625,0.484536082,0.501333333,0.48812095,0.625,0.378453039,0.451030928,0.432900433,0.541125541,0.404580153,0.388888889,0.348432056,0.497777778,0.4,0.369822485,0.452784504,0.40652819,0.558962264,0.582222222,0.452,0.588235294,0.514038877,0.734117647,0.428571429,0.514211886,0.473333333,0.413284133,0.607843137,0.451327434,0.627968338,0.625786164,0.702439024,0.297935103,0.475247525,0.577060932,0.465822785,0.6,0.391428571,0.622047244,0.363344051,0.560714286,0.401433692,0.447949527,0.328025478,0.455307263,0.459649123,0.664688427,0,0.576994434,0.245,0.561666667,0.921666667,0.301666667,3
19-4092.00,Forensic Science Technicians,"Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",0.562628337,0.56684492,0.691358025,0.477099237,0.642857143,0.4675,0.123333333,0.29245283,0.138121547,0.415555556,0.693333333,0.52742616,0.902061856,0.676886792,0.387596899,0.2421875,0.164444444,0.350649351,0.546391753,0.679487179,0.513347023,0.444839858,0.629080119,0.645994832,0.582474227,0.248571429,0.48828125,0.708762887,0.698666667,0.539956803,0.78,0.276243094,0.484536082,0.268398268,0.268398268,0.286259542,0.347222222,0.174216028,0.333333333,0.568,0.479289941,0.726392252,0.258160237,0.29245283,0.386666667,0.376,0.442352941,0.622030238,0.705882353,0.391428571,0.710594315,0.666666667,0.549815498,0.620915033,1,0.899736148,0.424528302,0.829268293,0.18879056,0.467821782,0.516129032,0.498734177,1,0.76,0.330708661,0.15755627,0.632142857,0.562724014,0.779179811,0.554140127,0.32122905,0.722807018,0.824925816,0.128333333,0.625231911,0.098333333,0.823333333,0.696666667,0.083333333,3
19-4099.00,"Life, Physical, and Social Science Technicians, All Other","All life, physical, and social science technicians not listed separately.",0.513347023,0.465240642,0.382716049,0.452290076,0.462857143,0.405,0.123333333,0.353773585,0.171270718,0.444444444,0.471111111,0.5,0.613402062,0.5,0.289405685,0.31640625,0.275555556,0.324675325,0.355670103,0.439102564,0.486652977,0.355871886,0.519287834,0.57881137,0.420103093,0.211428571,0.4140625,0.515463918,0.533333333,0.514038877,0.625,0.240331492,0.386597938,0.324675325,0.404761905,0.309160305,0.347222222,0.303135889,0.248888889,0.365333333,0.369822485,0.423728814,0.296735905,0.382075472,0.415555556,0.4,0.381176471,0.406047516,0.56,0.32,0.547803618,0.528888889,0.498154982,0.526143791,0.721238938,0.699208443,0.509433962,0.741463415,0.268436578,0.455445545,0.508960573,0.440506329,0.635087719,0.434285714,0.367454068,0.29903537,0.514285714,0.487455197,0.485804416,0.328025478,0.491620112,0.438596491,0.658753709,0.083333333,0.519480519,0.226666667,0.32,0.64,0.24,
19-4099.01,Quality Control Analysts,"Conduct tests to determine quality of raw materials, bulk intermediate and finished products. May conduct stability sample tests.",0.53798768,0.43315508,0.382716049,0.427480916,0.571428571,0.3425,0.123333333,0.174528302,0.171270718,0.275555556,0.526666667,0.552742616,0.677835052,0.471698113,0.289405685,0.267578125,0.082222222,0.350649351,0.355670103,0.439102564,0.53798768,0.487544484,0.629080119,0.449612403,0.484536082,0.211428571,0.51171875,0.515463918,0.533333333,0.539956803,0.7175,0.240331492,0.451030928,0.188311688,0.188311688,0.070610687,0.388888889,0.303135889,0.248888889,0.333333333,0.331360947,0.452784504,0.071216617,0.323113208,0.36,0.376,0.381176471,0.48812095,0.56,0.32,0.612403101,0.613333333,0.568265683,0.45751634,1,0.889182058,0.459119497,0.829268293,0.097345133,0.50990099,0.426523297,0.4,0.733333333,0.591428571,0.267716535,0.131832797,0.492857143,0.401433692,0.485804416,0.347133758,0.240223464,0.336842105,0.412462908,0,0.814471243,0.266666667,0.646666667,0.518333333,0.035,3
19-4099.03,Remote Sensing Technicians,"Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips.",0.410677618,0.534759358,0.617283951,0.452290076,0.537142857,0.435,0.123333333,0.353773585,0.171270718,0.444444444,0.555555556,0.52742616,0.902061856,0.676886792,0.289405685,0.31640625,0.275555556,0.406926407,0.451030928,0.641025641,0.332648871,0.665480427,0.590504451,0.418604651,0.386597938,0.211428571,0.658203125,0.644329897,0.666666667,0.596112311,0.655,0.240331492,0.451030928,0.188311688,0.134199134,0.236641221,0.479166667,0.303135889,0.222222222,0.333333333,0.295857988,0.544794189,0.296735905,0.382075472,0.415555556,0.426,0.381176471,0.514038877,0.734117647,0.177142857,0.677002584,0.666666667,0.509225092,0.676470588,0.853982301,0.62005277,0.34591195,0.634146341,0.091445428,0.388613861,0.426523297,0.597468354,0.589473684,0.694285714,0.267716535,0.173633441,0.385714286,0.41218638,0.246056782,0.210191083,0.245810056,0.298245614,0.818991098,0.19,0.673469388,0.118333333,0.6,0.683333333,0.085,4
19-5011.00,Occupational Health and Safety Specialists,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector.",0.229979466,0.63368984,0.577160494,0.286259542,0.605714286,0.405,0.123333333,0.028301887,0.066298343,0.164444444,0.582222222,0.447257384,0.840206186,0.528301887,0.129198966,0.0234375,0.137777778,0.458874459,0.546391753,0.641025641,0.229979466,0.466192171,0.667655786,0.354005168,0.484536082,0,0.51171875,0.546391753,0.666666667,0.514038877,0.655,0.033149171,0.742268041,0.08008658,0.296536797,0.022900763,0.347222222,0.303135889,0.193333333,0.533333333,0.479289941,0.544794189,0.296735905,0.117924528,0.193333333,0.476,0.352941176,0.514038877,0.588235294,0.034285714,0.612403101,0.64,0.612546125,0.676470588,0.853982301,0.931398417,0.647798742,0.829268293,0.489675516,0.544554455,0.673835125,0.511392405,0.824561404,0.748571429,0.606299213,0.321543408,0.632142857,0.630824373,0.611987382,0.522292994,0.530726257,0.645614035,0.789317507,0.046666667,0.573283859,0.366666667,0.663333333,0.575,0.408333333,4
19-5012.00,Occupational Health and Safety Technicians,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers.",0.281314168,0.43315508,0.422839506,0.190839695,0.571428571,0.405,0.123333333,0.146226415,0.171270718,0.333333333,0.526666667,0.421940928,0.711340206,0.5,0.224806202,0.2421875,0.304444444,0.350649351,0.515463918,0.439102564,0.205338809,0.421708185,0.480712166,0.387596899,0.453608247,0.068571429,0.4375,0.515463918,0.533333333,0.514038877,0.655,0.102209945,0.546391753,0.108225108,0.296536797,0.118320611,0.347222222,0.216027875,0.222222222,0.466666667,0.295857988,0.544794189,0.296735905,0.235849057,0.193333333,0.4,0.411764706,0.48812095,0.411764706,0.211428571,0.612403101,0.584444444,0.527675277,0.431372549,0.836283186,0.910290237,0.647798742,0.829268293,0.445427729,0.524752475,0.641577061,0.453164557,0.824561404,0.591428571,0.530183727,0.305466238,0.560714286,0.573476703,0.611987382,0.582802548,0.530726257,0.645614035,0.735905045,0,0.73283859,0.273333333,0.646666667,0.725,0.311666667,3
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,"Counsel and advise individuals with alcohol, tobacco, drug, or other problems, such as gambling and eating disorders. May counsel individuals, families, or groups or engage in prevention programs.",0.127310062,0.43315508,0.422839506,0.095419847,0.571428571,0.2175,0.123333333,0.087264151,0.378453039,0.111111111,0.471111111,0.078059072,0.613402062,0.589622642,0.095607235,0.169921875,0.193333333,0.324675325,0.515463918,0.557692308,0.486652977,0.309608541,0.629080119,0.160206718,0.257731959,0.105714286,0.31640625,0.675257732,0.733333333,0.539956803,0.5925,0.102209945,0.579896907,0.134199134,0.296536797,0.261450382,0.347222222,0.041811847,0.053333333,0.6,0.591715976,0.394673123,0,0.174528302,0.304444444,0.476,0.294117647,0.272138229,0.498823529,0.32,0.677002584,0.64,0.509225092,0.787581699,0.60619469,0.572559367,0.779874214,0.829268293,1,0.737623762,0.731182796,0.518987342,0.8,0.442857143,0.443569554,0.839228296,0.632142857,0.598566308,0.766561514,1,0.865921788,0.722807018,0.75074184,0.265,0.287569573,0.285,0.468333333,0.098333333,0.943333333,5
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Advise and assist students and provide educational and vocational guidance services.,0.513347023,0.401069519,0.422839506,0.452290076,0.642857143,0,0.123333333,0.353773585,0.171270718,0.444444444,0.386666667,0.5,0.515463918,0.70754717,0.289405685,0.31640625,0.275555556,0.19047619,0.546391753,0.397435897,0.486652977,0.377224199,0.629080119,0.57881137,0.324742268,0.211428571,0.33984375,0.644329897,0.634666667,0.622030238,0.435,0.240331492,0.579896907,0.324675325,0.404761905,0.309160305,0.305555556,0.303135889,0.248888889,0.6,0.443786982,0.423728814,0.296735905,0.382075472,0.415555556,0.4,0.145882353,0.215982721,0.411764706,0.034285714,0.710594315,0.695555556,0.549815498,0.702614379,0.522123894,0.501319261,0.886792453,0.785365854,1,0.702970297,0.663082437,0.569620253,0.757894737,0.611428571,0.538057743,0.909967846,0.607142857,0.630824373,0.728706625,0.802547771,0.891061453,0.645614035,0.824925816,0.355,0.460111317,0.486666667,0.383333333,0,1,5
21-1013.00,Marriage and Family Therapists,"Diagnose and treat mental and emotional disorders, whether cognitive, affective, or behavioral, within the context of marriage and family systems. Apply psychotherapeutic and family systems theories and techniques in the delivery of services to individuals, couples, and families for the purpose of treating such diagnosed nervous and mental disorders.",0.513347023,0.401069519,0.5,0.452290076,0.605714286,0.405,0.123333333,0.353773585,0,0.444444444,0.415555556,0.130801688,0.613402062,0.764150943,0.289405685,0,0,0.216450216,0.613402062,0.599358974,0.486652977,0.266903915,0.667655786,0.57881137,0.386597938,0.211428571,0.29296875,0.644329897,0.768,0.622030238,0.53,0.240331492,0.644329897,0.324675325,0,0.309160305,0.388888889,0.303135889,0.248888889,0.632,0.591715976,0.665859564,0.296735905,0.382075472,0,0.452,0.117647059,0.190064795,0.381176471,0.068571429,0.710594315,0.666666667,0.461254613,0.774509804,0.367256637,0.556728232,0.91509434,0.770731707,1,0.772277228,0.566308244,0.584810127,0.926315789,0.705714286,0.354330709,0.694533762,0.607142857,0.562724014,0.829652997,1,0.88547486,0.694736842,0.893175074,0.43,0.239332096,0.13,0.72,0.081666667,0.87,5
21-1014.00,Mental Health Counselors,"Counsel and advise individuals and groups to promote optimum mental and emotional health, with an emphasis on prevention. May help individuals deal with a broad range of mental health issues, such as those associated with addictions and substance abuse; family, parenting, and marital problems; stress management; self-esteem; or aging.",0.513347023,0.43315508,0.654320988,0.452290076,0.822857143,0.405,0.123333333,0.353773585,0.066298343,0.444444444,0.415555556,0.105485232,0.644329897,0.735849057,0.289405685,0.046875,0.053333333,0.082251082,0.773195876,0.679487179,0.024640657,0.309608541,0.667655786,0.57881137,0.386597938,0.211428571,0.31640625,0.773195876,0.8,0.730021598,0.53,0.240331492,0.773195876,0.324675325,0.051948052,0.045801527,0.520833333,0.303135889,0.248888889,0.765333333,0.73964497,0.515738499,0.296735905,0.028301887,0.053333333,0.276,0.089411765,0.082073434,0.352941176,0.034285714,0.710594315,0.695555556,0.450184502,0.774509804,0.619469027,0.680738786,0.987421384,0.858536585,1,0.772277228,0.652329749,0.569620253,0.733333333,0.662857143,0.380577428,0.839228296,0.560714286,0.598566308,0.829652997,1,0.879888268,0.842105263,0.925816024,0.343333333,0.337662338,0.326666667,0.57,0.051666667,0.965,5
21-1015.00,Rehabilitation Counselors,"Counsel individuals to maximize the independence and employability of persons coping with personal, social, and vocational difficulties that result from birth defects, illness, disease, accidents, aging, or the stress of daily life. Coordinate activities for residents of care and treatment facilities. Assess client needs and design and implement rehabilitation programs that may include personal and vocational counseling, training, and job placement.",0,0.36631016,0.382716049,0.452290076,0.571428571,0.405,0.123333333,0.353773585,0.066298343,0.082222222,0.444444444,0.183544304,0.548969072,0.589622642,0.289405685,0.046875,0.082222222,0.19047619,0.484536082,0.397435897,0.486652977,0.309608541,0.554896142,0.57881137,0.355670103,0.211428571,0.31640625,0.546391753,0.565333333,0.596112311,0.435,0.240331492,0.546391753,0.324675325,0.025974026,0.095419847,0.131944444,0.303135889,0.248888889,0.568,0.556213018,0.423728814,0.296735905,0.087264151,0.082222222,0.4,0.207058824,0.190064795,0.324705882,0.32,0.612403101,0.64,0.656826568,0.503267974,0.592920354,0.540897098,0.874213836,0.8,1,0.72029703,0.745519713,0.569620253,0.733333333,0.302857143,0.530183727,0.893890675,0.621428571,0.630824373,0.52681388,0.850318471,0.865921788,0.533333333,0.732937685,0.33,0.306122449,0.426666667,0.378333333,0.038333333,0.966666667,4
21-1019.00,"Counselors, All Other",All counselors not listed separately.,0.513347023,0.465240642,0.382716049,0.452290076,0.462857143,0.405,0.123333333,0.353773585,0.171270718,0.444444444,0.471111111,0.5,0.613402062,0.5,0.289405685,0.31640625,0.275555556,0.324675325,0.355670103,0.439102564,0.486652977,0.355871886,0.519287834,0.57881137,0.420103093,0.211428571,0.4140625,0.515463918,0.533333333,0.514038877,0.625,0.240331492,0.386597938,0.324675325,0.404761905,0.309160305,0.347222222,0.303135889,0.248888889,0.365333333,0.369822485,0.423728814,0.296735905,0.382075472,0.415555556,0.4,0.381176471,0.406047516,0.56,0.32,0.547803618,0.528888889,0.498154982,0.526143791,0.721238938,0.699208443,0.509433962,0.741463415,0.268436578,0.455445545,0.508960573,0.440506329,0.635087719,0.434285714,0.367454068,0.29903537,0.514285714,0.487455197,0.485804416,0.328025478,0.491620112,0.438596491,0.658753709,0.083333333,0.519480519,0.226666667,0.32,0.64,0.24,
